anno_festival,decennio_num,decennio,canzone,interprete,autori,posizione,posizione_numerica,fascia_posizione,categoria_risultato,periodo,sede,presentatore,partecipanti,vincitore,artista_spotify,anno_ultimo_rilascio,durata_min,popolarita,fascia_popolarita,url_album,anni_tra_festival_e_rilascio,anni_dal_festival,canzone_storica,ristampa_tardiva,rilascio_recente_2015,qualita_abbinamento,includi_analisi_spotify,record_canzone_unico
2015,2010,Anni 2010,Vita d'inferno,Biggio e Mandelli,"F. Biggio, M. Ferro e F. Mandelli",NF,,Senza posizione numerica,Non finalista,10 - 14 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),28,Il Volo (gruppo musicale anni 2010),Gianluca Marino,2024.0,"3,94",0.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273a52fc2dddd5389db3470c47b,9,8,No,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
2015,2010,Anni 2010,Voce,Lara Fabian,"C. Cremonini, L. Fabian e F. Zanotti",NF,,Senza posizione numerica,Non finalista,10 - 14 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),28,Il Volo (gruppo musicale anni 2010),Madame,2021.0,"3,52",56.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b2733ccb55cd765166e424ca0540,6,8,No,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
2016,2010,Anni 2010,Un giorno mi dirai,Stadio,"S. Grandi, G. Curreri e L. Chiaravalli",1º,1,1º posto,Vincitore,9 - 13 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),28,Stadio (gruppo musicale),,,,,Dati non disponibili,,,7,No,Non valutabile,Non valutabile,Senza dati Spotify,No,No
2016,2010,Anni 2010,Nessun grado di separazione,Francesca Michielin,"F. Michielin, F. Abbate, Cheope e F. Gargiulo",2º,2,2º-3º posto,Podio,9 - 13 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),28,Stadio (gruppo musicale),Francesca Michielin,2016.0,"3,67",53.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273a0ddccd687d7e370317e3baf,0,7,No,No,Non valutabile,Affidabile,Sì,Sì
2016,2010,Anni 2010,Via da qui,Giovanni Caccamo e Deborah Iurato,G. Sangiorgi,3º,3,2º-3º posto,Podio,9 - 13 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),28,Stadio (gruppo musicale),Fineconfine,2024.0,"3,75",33.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b2730aa1c6212d70f56cc2d2d492,8,7,No,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
2016,2010,Anni 2010,Il primo amore non si scorda mai,Enrico Ruggeri,E. Ruggeri,4º,4,4º-10º posto,Altra posizione,9 - 13 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),28,Stadio (gruppo musicale),Gigi D'Alessio,2001.0,"4,10",24.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b2730bf7aa0ad3a1312256aba775,-15,7,No,Non valutabile,Non valutabile,Da escludere: rilascio precedente,No,No
2016,2010,Anni 2010,Infinite volte,Lorenzo Fragola,"L. Fragola, A. Filippelli, F. Ferraguzzo, R. L. Di Benedetto e R. Canale",5º,5,4º-10º posto,Altra posizione,9 - 13 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),28,Stadio (gruppo musicale),Lorenzo Fragola,2016.0,"3,47",41.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273896fb5976afbd8a7a4419dad,0,7,No,No,Non valutabile,Affidabile,Sì,Sì
2016,2010,Anni 2010,Cieli immensi,Patty Pravo,F. Zampaglione,6º,6,4º-10º posto,Altra posizione,9 - 13 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),28,Stadio (gruppo musicale),Patty Pravo,2016.0,"4,25",38.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273640ecf063909fbc046a3ab73,0,7,No,No,Non valutabile,Affidabile,Sì,Sì
2016,2010,Anni 2010,Quando sono lontano,Clementino,"C. Maccaro, K. Scherer e V. Stein",7º,7,4º-10º posto,Altra posizione,9 - 13 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),28,Stadio (gruppo musicale),Clementino,2016.0,"3,48",45.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273d8dfc4bc8a16438eb5ec07a7,0,7,No,No,Non valutabile,Affidabile,Sì,Sì
2016,2010,Anni 2010,La borsa di una donna,Noemi,"M. Masini, M. Adami e A. Iammarino",8º,8,4º-10º posto,Altra posizione,9 - 13 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),28,Stadio (gruppo musicale),Noemi,2016.0,"3,84",28.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273a31a28d145a0e27faa6ed08d,0,7,No,No,Non valutabile,Affidabile,Sì,Sì
2016,2010,Anni 2010,Wake Up,Rocco Hunt,"R. Pagliarulo, S. Benussi e V. Catanzaro",9º,9,4º-10º posto,Altra posizione,9 - 13 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),28,Stadio (gruppo musicale),MoonDeity,2022.0,"2,38",78.0,Alta (61-100),https://i.scdn.co/image/ab67616d0000b273a3a0d9665cc88b29b1d69f8f,6,7,No,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
2016,2010,Anni 2010,Guardando il cielo,Arisa,G. Anastasi,10º,10,4º-10º posto,Altra posizione,9 - 13 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),28,Stadio (gruppo musicale),Arisa,2016.0,"3,74",34.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b2731576e8395faeb929eb962a05,0,7,No,No,Non valutabile,Affidabile,Sì,Sì
2016,2010,Anni 2010,Il diluvio universale,Annalisa,D. Calvetti e A. Scarrone,11º,11,Oltre il 10º posto,Altra posizione,9 - 13 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),28,Stadio (gruppo musicale),Annalisa,2024.0,"3,41",0.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b27309f2a0774cc2ffbd1860f9eb,8,7,No,No,Non valutabile,Affidabile,Sì,Sì
2016,2010,Anni 2010,Vincere l'odio,Elio e le Storie Tese,"S. Belisari, S. Conforti, D. Civaschi e N. Fasani",12º,12,Oltre il 10º posto,Altra posizione,9 - 13 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),28,Stadio (gruppo musicale),Elio e le Storie Tese,2016.0,"3,87",27.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273c6e859c2e8e406bd7a6ada43,0,7,No,No,Non valutabile,Affidabile,Sì,Sì
2016,2010,Anni 2010,Finalmente piove,Valerio Scanu,F. Moro,13º,13,Oltre il 10º posto,Altra posizione,9 - 13 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),28,Stadio (gruppo musicale),Valerio Scanu,2016.0,"3,17",33.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273abfdebe598c4239db7d55a7b,0,7,No,No,Non valutabile,Affidabile,Sì,Sì
2016,2010,Anni 2010,Noi siamo infinito,Alessio Bernabei,"R. Casalino, I. Amatucci, e D. Faini",14º,14,Oltre il 10º posto,Altra posizione,9 - 13 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),28,Stadio (gruppo musicale),Alessio Bernabei,2016.0,"3,72",36.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273ce819425c2f6afb5fe5d245d,0,7,No,No,Non valutabile,Affidabile,Sì,Sì
2016,2010,Anni 2010,Ora o mai più (le cose cambiano),Dolcenera,Dolcenera e Finaz,15º,15,Oltre il 10º posto,Altra posizione,9 - 13 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),28,Stadio (gruppo musicale),Dolcenera,2016.0,"4,00",21.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b2732dc27f89ccc70f428c641fb2,0,7,No,No,Non valutabile,Affidabile,Sì,Sì
2016,2010,Anni 2010,Blu,Irene Fornaciari,"G. Dati, I. Fornaciari, M. Fontana e D. Calvetti",16º,16,Oltre il 10º posto,Altra posizione,9 - 13 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),28,Stadio (gruppo musicale),Eiffel 65,1999.0,"4,73",79.0,Alta (61-100),https://i.scdn.co/image/ab67616d0000b27329cced2f38d87456e0b5c398,-17,7,No,Non valutabile,Non valutabile,Da escludere: rilascio precedente,No,No
2016,2010,Anni 2010,Semplicemente,Bluvertigo,M. Castoldi,NF,,Senza posizione numerica,Non finalista,9 - 13 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),28,Stadio (gruppo musicale),Zero Assoluto,2007.0,"3,59",52.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273d261a210fcab3f26adda16e2,-9,7,No,Non valutabile,Non valutabile,Da escludere: rilascio precedente,No,No
2016,2010,Anni 2010,Mezzo respiro,Dear Jack,"R. Balbo, S. Paviani, L. Riflessi e C. Corradini",NF,,Senza posizione numerica,Non finalista,9 - 13 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),28,Stadio (gruppo musicale),Dear Jack,2016.0,"3,33",19.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2736343932c3a8476aad18534fa,0,7,No,No,Non valutabile,Affidabile,Sì,Sì
2016,2010,Anni 2010,Sogni e nostalgia,Neffa,G. Pellino,NF,,Senza posizione numerica,Non finalista,9 - 13 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),28,Stadio (gruppo musicale),Neffa,2016.0,"3,08",29.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273a9bd02fbd6969855a4ea97b7,0,7,No,No,Non valutabile,Affidabile,Sì,Sì
2016,2010,Anni 2010,Di me e di te,Zero Assoluto,"T. De Gasperi, A. Filippelli, M. Maffucci e L. Vicini",NF,,Senza posizione numerica,Non finalista,9 - 13 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),28,Stadio (gruppo musicale),Zero Assoluto,2016.0,"3,26",42.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273727e4db5f7e5a63fedb3fbd5,0,7,No,No,Non valutabile,Affidabile,Sì,Sì
2017,2010,Anni 2010,Occidentali's Karma,Francesco Gabbani,"F. Ilacqua, F. Gabbani e L. Chiaravalli",1º,1,1º posto,Vincitore,7 - 11 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),30,Francesco Gabbani,,,,,Dati non disponibili,,,6,No,Non valutabile,Non valutabile,Senza dati Spotify,No,No
2017,2010,Anni 2010,Che sia benedetta,Fiorella Mannoia,Amara e S. Mineo,2º,2,2º-3º posto,Podio,7 - 11 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),30,Francesco Gabbani,Fiorella Mannoia,2017.0,"3,22",51.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b27337e3ce04d1ffd6754a147bf7,0,6,No,No,Non valutabile,Affidabile,Sì,Sì
2017,2010,Anni 2010,Vietato morire,Ermal Meta,E. Meta,3º,3,2º-3º posto,Podio,7 - 11 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),30,Francesco Gabbani,Ermal Meta,2017.0,"3,53",53.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273eb5590b17bc668f61f20dd21,0,6,No,No,Non valutabile,Affidabile,Sì,Sì
2017,2010,Anni 2010,Il diario degli errori,Michele Bravi,"Cheope, F. Abbate e G. Anastasi",4º,4,4º-10º posto,Altra posizione,7 - 11 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),30,Francesco Gabbani,Michele Bravi,2017.0,"3,45",57.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273f2921fb8e08c931334e4adc7,0,6,No,No,Non valutabile,Affidabile,Sì,Sì
2017,2010,Anni 2010,Fatti bella per te,Paola Turci,"G. Anania, L. Chiaravalli, D. Simonetta e P. Turci",5º,5,4º-10º posto,Altra posizione,7 - 11 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),30,Francesco Gabbani,Paola Turci,2017.0,"3,54",35.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b2738f7fca731245df3c10b06cde,0,6,No,No,Non valutabile,Affidabile,Sì,Sì
2017,2010,Anni 2010,Con te,Sergio Sylvestre,"Giorgia Todrani, S. Sylvestre e S. Maiuolo",6º,6,4º-10º posto,Altra posizione,7 - 11 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),30,Francesco Gabbani,Andrea Bocelli,1995.0,"4,18",50.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b27331c411687c7c027c95fc34f0,-22,6,No,Non valutabile,Non valutabile,Da escludere: rilascio precedente,No,No
2017,2010,Anni 2010,Portami via,Fabrizio Moro,F. Mobrici e R. Cardelli,7º,7,4º-10º posto,Altra posizione,7 - 11 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),30,Francesco Gabbani,Fabrizio Moro,2017.0,"3,24",56.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273163814701f6027e7fa5770fd,0,6,No,No,Non valutabile,Affidabile,Sì,Sì
2017,2010,Anni 2010,Tutta colpa mia,Elodie,"E. Marrone, O. Angiuli, G. Pollex e F. Cianciola",8º,8,4º-10º posto,Altra posizione,7 - 11 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),30,Francesco Gabbani,Elodie,2017.0,"3,32",55.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b27313040206e0a80802db7e5029,0,6,No,No,Non valutabile,Affidabile,Sì,Sì
2017,2010,Anni 2010,Ora esisti solo tu,Bianca Atzei,F. Silvestre,9º,9,4º-10º posto,Altra posizione,7 - 11 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),30,Francesco Gabbani,Bianca Atzei,2017.0,"3,66",41.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273cf7b6ee0d820ebfabaa53d1e,0,6,No,No,Non valutabile,Affidabile,Sì,Sì
2017,2010,Anni 2010,Vedrai,Samuel,"Samuel, C. Rigano e R. Onori",10º,10,4º-10º posto,Altra posizione,7 - 11 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),30,Francesco Gabbani,Nino D'Angelo,2018.0,"4,31",38.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b27305b3111439f55b3d5ca72017,1,6,No,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
2017,2010,Anni 2010,Mani nelle mani,Michele Zarrillo,M. Zarrillo e G. Artegiani,11º,11,Oltre il 10º posto,Altra posizione,7 - 11 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),30,Francesco Gabbani,Michele Zarrillo,2017.0,"3,92",35.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b2738e81ac2b014e38e0548cf2f2,0,6,No,No,Non valutabile,Affidabile,Sì,Sì
2017,2010,Anni 2010,Il cielo non mi basta,Lodovica Comello,"A. Di Martino, F. Abbate, D. Faini e F. Ferraguzzo",12º,12,Oltre il 10º posto,Altra posizione,7 - 11 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),30,Francesco Gabbani,Lodovica Comello,2017.0,"3,10",26.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273d4a6bc02794e7ae03ff38c79,0,6,No,No,Non valutabile,Affidabile,Sì,Sì
2017,2010,Anni 2010,Spostato di un secondo,Marco Masini,"M. Masini, Zibba e D. Calvetti",13º,13,Oltre il 10º posto,Altra posizione,7 - 11 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),30,Francesco Gabbani,Marco Masini,2017.0,"3,61",33.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273c0f0091b7cb6e3496941023b,0,6,No,No,Non valutabile,Affidabile,Sì,Sì
2017,2010,Anni 2010,Nessun posto è casa mia,Chiara,N. Verrienti e C. Verrienti,14º,14,Oltre il 10º posto,Altra posizione,7 - 11 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),30,Francesco Gabbani,Chiara Galiazzo,2017.0,"3,75",40.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273eb29a3a5104ef573141d67f1,0,6,No,No,Non valutabile,Affidabile,Sì,Sì
2017,2010,Anni 2010,Nel mezzo di un applauso,Alessio Bernabei,"R. Casalino, Dardust e V. Casagrande",15º,15,Oltre il 10º posto,Altra posizione,7 - 11 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),30,Francesco Gabbani,Alessio Bernabei,2017.0,"3,45",29.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273cd7d659fa6eb3d5af495a1eb,0,6,No,No,Non valutabile,Affidabile,Sì,Sì
2017,2010,Anni 2010,Ragazzi fuori,Clementino,"C. Maccaro, F. Rizzo, P. M. Lombroni Capalbo e S. Tognini",16º,16,Oltre il 10º posto,Altra posizione,7 - 11 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),30,Francesco Gabbani,RATA,2024.0,"2,60",24.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b2738e3ce1719bb7403ab22c92d8,7,6,No,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
2017,2010,Anni 2010,Di rose e di spine,Al Bano,"M. Fabrizio, A. Carrisi e K. Astarita",NF,,Senza posizione numerica,Non finalista,7 - 11 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),30,Francesco Gabbani,Al Bano,2017.0,"3,57",22.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b27345b8557b0037caa31b959481,0,6,No,No,Non valutabile,Affidabile,Sì,Sì
2017,2010,Anni 2010,La prima stella,Gigi D'Alessio,G. D'Alessio,NF,,Senza posizione numerica,Non finalista,7 - 11 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),30,Francesco Gabbani,Gigi D'Alessio,2017.0,"4,14",26.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273297e0aa952d4298df96bf9a2,0,6,No,No,Non valutabile,Affidabile,Sì,Sì
2017,2010,Anni 2010,Fa talmente male,Giusy Ferreri,"R. Casalino, Takagi, Ketra e P. Catalano",NF,,Senza posizione numerica,Non finalista,7 - 11 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),30,Francesco Gabbani,Giusy Ferreri,2017.0,"2,99",30.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b2738370e93c78d691c1fbb6ff98,0,6,No,No,Non valutabile,Affidabile,Sì,Sì
2017,2010,Anni 2010,L'ottava meraviglia,Ron,"M. Del Forno, Ron, E. Mangia e F. Caprara",NF,,Senza posizione numerica,Non finalista,7 - 11 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),30,Francesco Gabbani,Mostro,2015.0,"3,48",43.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b27360cfd3e0a02b36fdf9d2fbac,-2,6,No,Non valutabile,Non valutabile,Da escludere: rilascio precedente,No,No
2017,2010,Anni 2010,Do retta a te,Nesli & Alice Paba,Nesli e Brando,NF,,Senza posizione numerica,Non finalista,7 - 11 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),30,Francesco Gabbani,Nesli,2017.0,"3,53",20.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2737e7c0aa7202b787f0e080f2d,0,6,No,No,Non valutabile,Affidabile,Sì,Sì
2017,2010,Anni 2010,Togliamoci la voglia,Raige e Giulia Luzi,"L. Chiaravalli, A. Iammarino, A. Vella e Zibba",NF,,Senza posizione numerica,Non finalista,7 - 11 febbraio,Teatro Ariston,Carlo Conti (conduttore televisivo),30,Francesco Gabbani,Raige,2024.0,"3,55",0.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b27370698ae45fa734e12845b598,7,6,No,No,Non valutabile,Affidabile,Sì,Sì
2018,2010,Anni 2010,Non mi avete fatto niente,Ermal Meta e Fabrizio Moro,"E. Meta, F. Mobrici e A. Febo",1º,1,1º posto,Vincitore,6 - 10 febbraio,Teatro Ariston,Claudio Baglioni,28,Ermal Meta,,,,,Dati non disponibili,,,5,No,Non valutabile,Non valutabile,Senza dati Spotify,No,No
2018,2010,Anni 2010,Una vita in vacanza,Lo Stato Sociale,"A. Cazzola, F. Draicchio, L. Guenzi, A. Guidetti, E. Roberto e M. Romagnoli",2º,2,2º-3º posto,Podio,6 - 10 febbraio,Teatro Ariston,Claudio Baglioni,28,Ermal Meta,Lo Stato Sociale,2018.0,"3,90",55.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273b94f544584a7371e03341a3a,0,5,No,No,Non valutabile,Affidabile,Sì,Sì
2018,2010,Anni 2010,Il mondo prima di te,Annalisa,"Annalisa, D. Simonetta e A. Raina",3º,3,2º-3º posto,Podio,6 - 10 febbraio,Teatro Ariston,Claudio Baglioni,28,Ermal Meta,Annalisa,2018.0,"3,63",53.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273d533ec79c19b99a20827b1a8,0,5,No,No,Non valutabile,Affidabile,Sì,Sì
2018,2010,Anni 2010,Almeno pensami,Ron,L. Dalla,4º,4,4º-10º posto,Altra posizione,6 - 10 febbraio,Teatro Ariston,Claudio Baglioni,28,Ermal Meta,Ron,2018.0,"3,49",27.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b2739faad8aa88a8112963f5f354,0,5,No,No,Non valutabile,Affidabile,Sì,Sì
2018,2010,Anni 2010,Imparare ad amarsi,Ornella Vanoni con Bungaro e Pacifico,"Bungaro, Pacifico, C. Chiodo e A. Fresa",5º,5,4º-10º posto,Altra posizione,6 - 10 febbraio,Teatro Ariston,Claudio Baglioni,28,Ermal Meta,"Ornella Vanoni, Bungaro, Pacifico",2018.0,"3,47",35.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b2730131ddda5176b17b27d0e7c5,0,5,No,No,Non valutabile,Affidabile,Sì,Sì
2018,2010,Anni 2010,La leggenda di Cristalda e Pizzomunno,Max Gazzè,"F. Gazzè, M. Gazzè e F. De Benedittis",6°,6,4º-10º posto,Altra posizione,6 - 10 febbraio,Teatro Ariston,Claudio Baglioni,28,Ermal Meta,Max Gazzè,2018.0,"3,84",40.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273a63f4388efda6976f95b6086,0,5,No,No,Non valutabile,Affidabile,Sì,Sì
2018,2010,Anni 2010,Passame er sale,Luca Barbarossa,L. Barbarossa,7º,7,4º-10º posto,Altra posizione,6 - 10 febbraio,Teatro Ariston,Claudio Baglioni,28,Ermal Meta,Luca Barbarossa,2018.0,"3,92",29.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273a1c0ca0cd1e92dea85ab3bfc,0,5,No,No,Non valutabile,Affidabile,Sì,Sì
2018,2010,Anni 2010,Adesso,Diodato e Roy Paci,A. Diodato,8º,8,4º-10º posto,Altra posizione,6 - 10 febbraio,Teatro Ariston,Claudio Baglioni,28,Ermal Meta,Gemitaiz,2022.0,"3,37",55.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b2739bc0f2396a3033896410b63c,4,5,No,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
2018,2010,Anni 2010,"Frida (mai, mai, mai)",The Kolors,"D. Petrella, Dardust, A. Raina e Stash",9º,9,4º-10º posto,Altra posizione,6 - 10 febbraio,Teatro Ariston,Claudio Baglioni,28,Ermal Meta,The Kolors,2018.0,"3,52",42.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273d7dd4400f80f9f1d9637e288,0,5,No,No,Non valutabile,Affidabile,Sì,Sì
2018,2010,Anni 2010,Eterno,Giovanni Caccamo,G. Caccamo e Cheope,10º,10,4º-10º posto,Altra posizione,6 - 10 febbraio,Teatro Ariston,Claudio Baglioni,28,Ermal Meta,Giovanni Caccamo,2018.0,"3,73",35.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273b08dbbae85ad64b247ebd373,0,5,No,No,Non valutabile,Affidabile,Sì,Sì
2018,2010,Anni 2010,Così sbagliato,Le Vibrazioni,"F. Sarcina, L. Chiaravalli, A. Bonomo e D. Simonetta",11º,11,Oltre il 10º posto,Altra posizione,6 - 10 febbraio,Teatro Ariston,Claudio Baglioni,28,Ermal Meta,Le Vibrazioni,2018.0,"3,47",46.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b2733761016d693159ce95e5461d,0,5,No,No,Non valutabile,Affidabile,Sì,Sì
2018,2010,Anni 2010,Il coraggio di ogni giorno,Enzo Avitabile con Peppe Servillo,V. Avitabile e Pacifico,12º,12,Oltre il 10º posto,Altra posizione,6 - 10 febbraio,Teatro Ariston,Claudio Baglioni,28,Ermal Meta,Ellie Cottino,2022.0,"3,81",5.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273a6acece53c492daff616ec49,4,5,No,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
2018,2010,Anni 2010,Custodire,Renzo Rubino,R. Rubino,13º,13,Oltre il 10º posto,Altra posizione,6 - 10 febbraio,Teatro Ariston,Claudio Baglioni,28,Ermal Meta,Renzo Rubino,2017.0,"3,56",14.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2730fa0f9273528f45d87071642,-1,5,No,No,Non valutabile,Affidabile,Sì,Sì
2018,2010,Anni 2010,Non smettere mai di cercarmi,Noemi,"M. Pelan, Noemi, D. Calvetti e F. De Martino",14º,14,Oltre il 10º posto,Altra posizione,6 - 10 febbraio,Teatro Ariston,Claudio Baglioni,28,Ermal Meta,Noemi,2018.0,"3,16",32.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b27315f846c23719919b887fcef0,0,5,No,No,Non valutabile,Affidabile,Sì,Sì
2018,2010,Anni 2010,Ognuno ha il suo racconto,Red Canzian,M. Porru e R. Canzian,15º,15,Oltre il 10º posto,Altra posizione,6 - 10 febbraio,Teatro Ariston,Claudio Baglioni,28,Ermal Meta,Red Canzian,2018.0,"3,98",16.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2735d682e1128c45c9e43964fe0,0,5,No,No,Non valutabile,Affidabile,Sì,Sì
2018,2010,Anni 2010,Lettera dal Duca,Decibel,"E. Ruggeri, F. Muzio e S. Capeccia",16º,16,Oltre il 10º posto,Altra posizione,6 - 10 febbraio,Teatro Ariston,Claudio Baglioni,28,Ermal Meta,Decibel,2018.0,"3,63",17.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273533a7e82d0e976efed8a90e0,0,5,No,No,Non valutabile,Affidabile,Sì,Sì
2018,2010,Anni 2010,Senza appartenere,Nina Zilli,"G. Angi, A. Iammarino e N. Zilli",17º,17,Oltre il 10º posto,Altra posizione,6 - 10 febbraio,Teatro Ariston,Claudio Baglioni,28,Ermal Meta,Nina Zilli,2018.0,"3,29",24.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b2732855f522e747e796f80ea14e,0,5,No,No,Non valutabile,Affidabile,Sì,Sì
2018,2010,Anni 2010,Il segreto del tempo,Roby Facchinetti e Riccardo Fogli,Pacifico e R. Facchinetti,18º,18,Oltre il 10º posto,Altra posizione,6 - 10 febbraio,Teatro Ariston,Claudio Baglioni,28,Ermal Meta,Roby Facchinetti,2018.0,"3,93",17.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273ddd7c4f630606b736d8f8187,0,5,No,No,Non valutabile,Affidabile,Sì,Sì
2018,2010,Anni 2010,Rivederti,Mario Biondi,"M. Biondi, G. Furnari e D. Fisicaro",19º,19,Oltre il 10º posto,Altra posizione,6 - 10 febbraio,Teatro Ariston,Claudio Baglioni,28,Ermal Meta,Claudio Villa,2021.0,"3,36",0.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273578fcfaeeabdb6c258fe4f95,3,5,No,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
